"team","date","time","name","pos","status","injury","note","year","cdate","conf","bcs"
"Missouri Tigers","09/05/11","10:06am","Will Ebner","LB","Out","Ankle","Ebner suffered a high sprained ankle in the season opener and is not expected to play in week two. Fellow senior Luke Lambert filled in vs. Miami (OH) and will likely start Friday if Ebner cannot go.",2011,"2011-09-05","SEC","y"
"Missouri Tigers","09/11/11","3:58pm","De'Vion Moore","RB","Doubtful","Ankle","Moore suffered a high ankle sprain on he first offensive play of the week two game Friday and is doubtful to play vs. Western Illinois. The senior led the team in rushing last season. The Tigers are extremely thin at tailback, suddenly. Sophomore Henry Josey will run with the first team during practice this week and likely start Saturday.",2011,"2011-09-11","SEC","y"
"Missouri Tigers","09/18/11","11:00pm","Chris Freeman","OL","Questionable","Knee","Freeman was helped off the field in week three unable to put any weight on his leg. The sophomore has an apparent knee injury and is questionable for Oklahoma. He is a backup to senior Dan Hoch at right tackle.",2011,"2011-09-18","SEC","y"
"Missouri Tigers","10/13/11","7:15pm","Austin Wuebbels","OL","Doubtful","Shoulder","Wuebbels has a sprained shoulder and is doubtful to play vs. Iowa State. The senior has started 26 games the past two years and last season earned honorable mention All-Big12 accolades.",2011,"2011-10-13","SEC","y"
"Missouri Tigers","10/21/11","5:29pm","Terrell Resonno","DL","Out","Knee","Resonno sprained a knee and has been ruled out for the Oklahoma State game. The senior has started 20 games in his Tiger career and will be replaced by Sheldon Richardson, who will be making his very first career start.",2011,"2011-10-21","SEC","y"
"Missouri Tigers","10/25/11","8:33pm","Anthony Gatti","OL","Out For Year","Knee","Backup offensive tackle Anthony Gatti will likely miss the remainder of the season after tearing an ACL in practice last week.",2011,"2011-10-25","SEC","y"
"Missouri Tigers","10/24/11","7:10pm","Grant Ressel","K","Questionable","Hip","Ressel missed the last game with a strained hip flexor and is questionable to return at Texas A&M. The senior would be replaced by junior punter Trey Barrow if unable to play.",2011,"2011-10-24","SEC","y"
"Missouri Tigers","11/19/11","1:10am","Braylon Webb","DB","Questionable","Knee","Webb missed the last game with a knee injury and is questionable to play vs. Texas Tech Saturday. The RS freshman has started four of the nine games he has played in this season and has recorded 32 tackles.",2011,"2011-11-19","SEC","y"
"Missouri Tigers","11/19/11","1:07am","Henry Josey","RB","Out For Year","Knee","Josey suffered a nasty knee injury in the last game and will miss the remainder of the season. The sophomore's doctor surgically repaired much of the knee but will still have to go back in and repair the ACL in another three months. His status for spring practice is extremely doubtful. Josey was fifth in the nation in rushing entering the week 11 game.",2011,"2011-11-19","SEC","y"
"Navy Midshipmen","08/31/11","11:20pm","Matt Shibata","WR","Questionable","Knee","Shibata has missed considerable time during preseason camp dealing with a knee injury and remains questionable to be available for the season opener.",2011,"2011-08-31","IND","n"
"Navy Midshipmen","09/13/11","2:26am","Aaron Santiago","RB","Out","Arm","Santiago had surgery Monday to repair two broken bones in his arm, an injury sustained in the week two WKU contest. The senior slotback is expected to miss most of the season. Headed into week three, Santiago had the third-most carries on the team and boasts a 6.8 ypc average. John Howell or Bo Snelson, both juniors, will replace Santiago in the starting lineup this week.",2011,"2011-09-13","IND","n"
"Navy Midshipmen","09/13/11","2:20am","Delvin Diggs","FB","Probable","Ankle","Diggs sat out the WKU game with a knee injury but is expected to be available at South Carolina. Either Diggs, a senior, or sophomore Mike Patrick will back up senior starter Alex Teich this week.",2011,"2011-09-13","IND","n"
"Navy Midshipmen","09/13/11","2:17am","Mason Graham","LB","Questionable","Knee","Graham suffered a knee injury in the week two WKU game and is questionable for S.Carolina. The senior has five tackles on the season and will likely be replaced by junior Brye French who has five tackles in two years.",2011,"2011-09-13","IND","n"
"Navy Midshipmen","09/13/11","2:11am","Jarred Shannon","LB","Probable","Shoulder","Shannon sat out the week two contest at WKU with a shoulder injury but has been upgraded to probable for South Carolina. The senior had three tackles in the season opener and was replaced by junior Keegan Wetzel, who was tied for fourth on the team with six tackles.",2011,"2011-09-13","IND","n"
"Navy Midshipmen","10/21/11","6:06pm","Jared Marks","DL","Doubtful","Knee","Marks has a knee injury and is doubtful to play vs. E.Carolina this weekend. The senior has recorded 14 tackles in four games played this year.",2011,"2011-10-21","IND","n"
"Navy Midshipmen","10/21/11","6:04pm","Matt Brewer","LB","Questionable","Stinger","Brewer has a neck stinger and is questionable to play vs. E. Carolina. The junior is third on the team with 33 tackles and has forced four fumbles this year.",2011,"2011-10-21","IND","n"
"Navy Midshipmen","10/21/11","6:03pm","David Wright","DB","Doubtful","Ankle","Wright has an ankle injury and is doubtful to play vs. E.Carolina Saturday. The senior is eighth on the team with 21 tackles this season. He has played in five of six games so far this year.",2011,"2011-10-21","IND","n"
"Navy Midshipmen","10/25/11","4:55pm","Kriss Proctor","QB","Doubtful","Hand","Proctor suffered a hand injury in the last game and is downgraded to doubtful to return for Notre Dame. The senior was replaced by Trey Miller in the 38-35 loss to ECU. Miller is expected to start this week in South Bend.",2011,"2011-10-25","IND","n"
"Navy Midshipmen","10/25/11","4:54pm","Darius Staten","RB","Questionable","Concussion/Head","Staten missed the last game with a concussion and is questionable to return to action before this week's tilt at Notre Dame. The sophomore has played in five games this year and has five carries for 43 yards.",2011,"2011-10-25","IND","n"
"Navy Midshipmen","10/23/11","8:43pm","David Wright","DB","Doubtful","Foot","Wright missed the last game with a heel injury and remains doubtful to play at Notre Dame Saturday. The senior was eighth on the team with 21 tackles prior to being sidelined. He has played in five of seven games so far this year. Sophomore Jonathan Wev replaced Wright vs. ECU.",2011,"2011-10-23","IND","n"
"Navy Midshipmen","11/01/11","6:06pm","Doug Furman","WR","Out For Year","Knee","Furman suffered torn ACL & MCL in the Notre Dame game and will miss the remainder of the season. The senior had one reception in eight games played. Speaking highly of his upper classman, coach Niumatalolo said Furman defines what Navy football is all about.",2011,"2011-11-01","IND","n"
"Navy Midshipmen","11/09/11","6:45pm","David Sumrall","OL","Out For Year","Concussion/Head","Sumrall has not played since Oct.15 after suffering his third concussion in since spring practice. The senior has decided to end his career. He started the first three games of the season and then came in off the bench in the next three.",2011,"2011-11-09","IND","n"
"Nebraska Cornhuskers","09/01/11","11:41pm","Alfonzo Dennard","DB","Doubtful","Leg","Dennard has had a pulled muscle in his leg for a couple of weeks now and has been downgraded to doubtful for the season opener. The preseason All-America candidate would be replaced by sophomore Andrew Green if he cannot go. It would be the first start of Green's career, albeit vs. Chattanooga.",2011,"2011-09-01","B10","y"
"Nebraska Cornhuskers","08/27/11","10:01pm","Anthony Blue","DB","Out For Year","Knee","Blue has had a couple of season-ending knee injuries in his career and has decided to give up football altogether. The fifth-year senior did not play at all last season and was hoping to get back on track this summer.",2011,"2011-08-27","B10","y"
"Nebraska Cornhuskers","08/04/11","11:02am","Kody Spano","QB","Out For Year","Multiple","Spano has decided to end his playing career due to several injuries but plans on being involved with the team signaling in plays. The junior has had knee problems in the past and took a significant injury to the shoulder this past spring. The Huskers could have just two QBs on scholarship at the beginning of the season.",2011,"2011-08-04","B10","y"
"Nebraska Cornhuskers","09/07/11","1:02am","Will Compton","LB","Probable","Foot","Compton suffered a foot injury early in the first quarter of the season opener and never returned. The junior was back at practice Tuesday, however, and has been upgraded to probable for week two. Compton earned second-team freshman all-American honors in 2009 but only made four starts and recorded 15 tackles last year. RS freshman Trevor Roach played in Compton's place vs. Chattanooga.",2011,"2011-09-07","B10","y"
"Nebraska Cornhuskers","10/04/11","10:51pm","Braylon Heard","RB","Questionable","Leg","Heard has been out with an infection and swelling in his leg and is questionable for Ohio St. The freshman reserve ranks third on the team with 17 carries and 79 yards.",2011,"2011-10-04","B10","y"
"Nebraska Cornhuskers","10/17/11","3:28pm","Jake Cotton","OL","Out For Year","Knee","Cotton suffered tears in both the ACL and MCL in one of his knees during practice and will miss the remainder of the season. The RS freshman backup played in three games this year. The Huskers have rotated as many as nine players during meaningful game action the past few weeks, so depth may not be an issue.",2011,"2011-10-17","B10","y"
"Nebraska Cornhuskers","10/17/11","3:23pm","Jared Crick","DL","Out For Year","Chest","Crick suffered a torn pectoral muscle vs. Ohio State and will miss the remainder of the season. The senior finished with 22 tackles and one QB sack. Last year, Crick earned first team all-Big12 honors after recording 70 tackles and 9.5 sacks.",2011,"2011-10-17","B10","y"
"Nebraska Cornhuskers","11/01/11","6:08pm","Taylor Martinez","QB","Probable","Hand","Martinez jammed his thumb in the last game but is not expected to miss any playing time. The uber-talented sophomore is probable for the Northwestern tilt.",2011,"2011-11-01","B10","y"
"Nebraska Cornhuskers","11/01/11","1:38am","Thaddeus Randle","DL","Questionable","Knee","Randle missed the last game with a knee injury and is questionable to return to play vs. NW. The sophomore reserve has eight tackles in six games played this year.",2011,"2011-11-01","B10","y"
